link,title,publish,publish time,view,danmu,like,toujinbi,collect,repost,follower,author
https://www.bilibili.com/video/av56107944,大佬甜er |「粉红女郎」万人迷陈好仿妆！来一波回忆杀～,2019/6/19,7:53:51 PM,736000,6698,70000,55000,15000,3690,957000,大佬甜er
https://www.bilibili.com/video/av54542560,Vivekatt的化妆黑历史重现！眼妆巨脏不能近看！皮肤坑洼不平！我的妈呀，自己都吓一跳...,2019/6/7,5:05:04 PM,717000,13000,25000,15000,4550,837,1407000,Vivekatt
https://www.bilibili.com/video/av66120613,小松菜奈仿妆 初秋日系厌世妆分享,2019/8/31,5:00:47 PM,716000,2416,15000,5740,16000,4096,374000,二门_
https://www.bilibili.com/video/av62640983,美妆界的泥石流！给男人脱腿毛，四款脱毛仪真人实测！,2019/8/11,1:00:13 PM,707000,2074,28000,11000,9854,5790,994000,老爸评测
https://www.bilibili.com/video/av61283037,化妆成徐峥是一种什么体验？妈妈已经三天没打我了,2019/7/29,5:12:45 PM,699000,4329,39000,27000,7599,4681,66000,一团熊子
https://www.bilibili.com/video/av56030452,铁一WENDYZ｜突嘴拯救进化史 变美变精致化妆科技干货经验,2019/6/19,12:06:11 AM,686000,1856,25000,13000,35000,1219,312000,铁一WENDYZ
https://www.bilibili.com/video/av55799549,单眼皮肿泡眼秒变双眼皮眼妆|单眼皮眼妆|单眼皮精致妆容,2019/6/16,7:11:36 PM,661000,3067,16000,5249,23000,4437,62000,carolyn-GGG
https://www.bilibili.com/video/av60988172,【韩国美妆】光是看看就很满足!Romand创始人闵赛伦的干燥玫瑰色口红/唇釉推荐+上妆技巧♡Saerom Min,2019/7/27,9:15:32 PM,658000,1336,16000,2782,33000,2970,344000,斑鸠心平气和everyday
https://www.bilibili.com/video/av62216766,花3000块请日本化妆师，把我化成“石原里美”,2019/8/4,9:47:01 PM,651000,4897,25000,8490,12000,1742,616000,深夜徐老师
https://www.bilibili.com/video/av60343138,干货满满,2019/7/23,1:11:01 AM,642000,63,222,37,625,93,197,丑小何
https://www.bilibili.com/video/av57980770,BUYI | 软萌哭哭妆 | 从猛汉落泪到仙女式哭泣的距离 就是这一个视频,2019/7/6,7:04:35 PM,629000,1289,21000,7775,31000,2308,294000,吴不伊
https://www.bilibili.com/video/av54269726,小出租房里的简易粗暴夜间护肤!【nya酱】,2019/6/1,7:23:15 PM,609000,854,16000,7464,2220,210,1388000,nya酱的一生
https://www.bilibili.com/video/av55133834,夏日橘子汽水妆,2019/6/10,8:12:25 AM,599000,4007,18000,6560,4339,5080,183000,幽熙_Fairy
https://www.bilibili.com/video/av54466037,【超燃】百元向 | 我不允许你不知道的国货top9！,2019/6/3,6:00:04 PM,592000,2986,37000,33000,18000,1691,2025000,宝剑嫂
https://www.bilibili.com/video/av56286943,【维维】震撼我全家的职业化妆师手法！68元的Jennie仿妆究竟值不值？化妆店探店vlog,2019/6/21,7:30:10 PM,586000,3227,9875,2932,4403,2833,44000,维维维An
https://www.bilibili.com/video/av57076302,【韩国科普向】10分钟，完全祛除黑头的简单方法！【朴鸣】,2019/6/28,6:00:20 PM,569000,557,26000,17000,53000,1880,405000,朴鸣Piaoming
https://www.bilibili.com/video/av54821320,国货！该醒了！那些丑哭了的良心国货！,2019/6/7,2:47:38 PM,559000,2022,24000,13000,30000,1628,148000,嘟嘟酱啊啊啊
https://www.bilibili.com/video/av57920634,【嫂 】平采娜仿妆 | 国风感红唇妆 | 评论说我像小水，仿了才发现，只有性别像。,2019/7/5,1:30:59 PM,548000,3391,30000,8060,4775,383,2025000,宝剑嫂
https://www.bilibili.com/video/av59743592,天呐！人间水蜜桃！怎么可以这么软！20块8个！蜜桃美妆蛋,2019/7/18,9:33:05 PM,546000,146,1839,213,2289,122,133,酸黄瓜番茄牛肉堡
https://www.bilibili.com/video/av64709354,学生党好物分享，争取做街上最亮的崽！,2019/8/21,7:10:39 PM,545000,5794,43000,15000,5143,610,1585000,拉宏桑
https://www.bilibili.com/video/av60677477,【SamChak】极简！大眼术 | 戴眼镜必看！一步到位帮你解决鼻部脱妆，眼睛变形~热出油的夏天！你值得拥有！,2019/7/25,1:30:22 PM,543000,1199,34000,20000,38000,1733,321000,仙姆SamChak
https://www.bilibili.com/video/av58865489,宅男发型大改造！2019最受女生喜欢的男生短发发型，细软发质救星,2019/7/13,10:00:13 AM,539000,656,1199,340,2230,316,52000,Colapie-Allen发型师
https://www.bilibili.com/video/av61965315,【酒栗】10款国货粉底液红黑榜 平价挖到宝！（无广）,2019/8/3,11:00:33 AM,536000,6913,25000,12000,15000,1108,411000,小酒栗Joly
https://www.bilibili.com/video/av59917069,这一年我是如何一步步走向秃头女孩的深渊！14种染发漂发剂大放送！,2019/7/20,12:00:52 PM,533000,1763,30000,16000,26000,8523,97000,狮子尾有有
https://www.bilibili.com/video/av57630913,【zuzu】复古港风妆| 路人秒变王祖贤 风情又少女,2019/7/2,11:44:13 PM,532000,1404,16000,6167,24000,1564,186000,祖祖zuzu_
https://www.bilibili.com/video/av61896270,超全隆鼻干货/从小被说丑八怪，自卑隆鼻又失败/经历分享/还不做功课？别学我没做好功课被坑做3次鼻子/干货分享,2019/8/2,7:37:56 PM,530000,3082,20000,11000,12000,1356,61000,是煎蛋酱鸭
https://www.bilibili.com/video/av65859641,【胡老吃】找了毛戈平的柜姐帮我化妆，结果竟然......,2019/8/29,3:08:25 PM,528000,1713,3792,398,2164,279,22000,胡老吃
https://www.bilibili.com/video/av59986530,表情管理的小技巧,2019/7/20,4:19:56 PM,526000,1448,26000,10000,39000,1695,25000,无星Elio
https://www.bilibili.com/video/av57730031,有手就会扎！简单却不失俏皮可爱的夏日清凉发型,2019/7/3,8:43:36 PM,521000,2219,55000,45000,72000,3188,280000,陈吃饭_
https://www.bilibili.com/video/av64582237,小伙颜值高 长的帅 随便剪了一款三七侧背 小鲜肉变型男,2019/8/20,5:59:56 PM,512000,287,1563,183,1440,150,57000,发型与脸型枫
https://www.bilibili.com/video/av62892769,女团心机编发教程2.0 | 发饰妙用 6款百搭可爱酷飒/淑女编发 【一枝南南】,2019/8/9,2:55:22 PM,511000,1000,26000,15000,51000,3121,518000,一枝南南
https://www.bilibili.com/video/av65614795,空瓶就一定好用的吗？没准空的是青铜呢～我的空瓶大分享！【nya酱】,2019/8/27,10:01:49 PM,500000,5936,19000,9356,2920,326,1388000,nya酱的一生
https://www.bilibili.com/video/av57785478,再次合体，找我妹帮我化个妆，咱俩到底像不像？大胖和软软 假美食po主 vlog 美妆,2019/7/6,12:00:05 PM,495000,4224,14000,4601,1712,140,902000,大胖和软软
https://www.bilibili.com/video/av57212483,【0基础快速】手动磨皮底妆大法|严重痘肌也能拥有自然小清新,2019/6/29,6:30:42 PM,491000,2144,42000,42000,28000,2037,280000,陈吃饭_
https://www.bilibili.com/video/av66030485,让男友帮我化个粉嫩少女妆，会翻车嘛？【知名盲人UP主美妆首秀】,2019/8/30,7:41:05 PM,491000,8332,26000,10000,4124,2999,1066000,十音Shiyin
https://www.bilibili.com/video/av59590987,欠债+差点儿毁容/千万别抽脂：超级可怕失败的抽脂经历,2019/7/17,9:45:11 PM,491000,4122,15000,6008,4075,2005,61000,是煎蛋酱鸭
https://www.bilibili.com/video/av59448072,改掉让人变丑的三个习惯|一周拥有侧颜杀|假期逆袭偷偷变美,2019/7/16,8:52:38 PM,490000,1928,13000,4798,25000,447,25000,张大正
https://www.bilibili.com/video/av55701671,【超清】这是我见过的最奢华的唇妆！没有之一！,2019/6/16,6:30:14 PM,488000,2161,7108,1174,3864,802,5286,neko的闲杂生活
https://www.bilibili.com/video/av63516891,碧梨仿妆✧《Bad Guy》踩点向,2019/8/13,7:38:07 PM,479000,1310,23000,11000,15000,3101,373000,二门_
https://www.bilibili.com/video/av55305552,夏季清新粉色系 ”初恋脸” 妆容！肿单也可以轻松分驾驭的粉色眼影！,2019/6/15,6:08:35 PM,475000,1549,24000,16000,15000,2260,1407000,Vivekatt
https://www.bilibili.com/video/av63713669,【梨】8年化妆师，总结的10个冷门化妆技巧 / 垃圾眼影盘再利用,2019/8/14,8:48:09 PM,469000,631,32000,18000,50000,1146,111000,赤名梨香
https://www.bilibili.com/video/av62439566,【言生】敖丙 哪吒之魔童降世 cos,2019/8/6,11:52:20 AM,469000,2568,35000,14000,15000,2752,590000,夙胤魔尊言生生
https://www.bilibili.com/video/av59188183,我盲涂了十款国货唇釉！到底哪些真的值得买？【nya酱】,2019/7/14,10:27:23 PM,466000,7959,22000,13000,5262,841,1388000,nya酱的一生
https://www.bilibili.com/video/av55463903,让直男测评我的粉底液！和男票的“浪漫”约会记录！【nya酱】,2019/6/13,6:32:29 PM,455000,7826,19000,12000,3141,690,1388000,nya酱的一生
https://www.bilibili.com/video/av65777549,【开学大作战！自己一周时间变美】肿眼泡/单眼皮/内双福音！,2019/8/28,10:03:34 PM,453000,1026,16000,7687,46000,1834,12000,彤浵tong
https://www.bilibili.com/video/av62774092,男生发型为什么每次理发都是剃两边，试试这个方法就不用剃,2019/8/9,10:00:14 AM,451000,884,1263,319,1365,214,52000,Colapie-Allen发型师
https://www.bilibili.com/video/av55801330,【平价向|绝不可错过的618清单】这一波没看就是血亏，看到就是赚到。,2019/6/16,9:18:24 PM,450000,47000,39000,36000,16000,1667,2025000,宝剑嫂
https://www.bilibili.com/video/av63655821,【大嫂vlog】毛戈平在线换头现场！满满干货，从素颜小白到港风女神！,2019/8/14,6:00:23 PM,448000,2444,8983,1677,11000,1816,95000,原来是西门大嫂
https://www.bilibili.com/video/av59889250,明年30岁的我是如何抗老的！【nya酱】,2019/7/19,11:10:53 PM,445000,4662,18000,11000,4501,466,1388000,nya酱的一生
https://www.bilibili.com/video/av55160594,住个酒店居然得了妇科病？！为什么我不喜欢住酒店？女孩子必看！！！,2019/6/10,7:01:22 PM,438000,1880,21000,14000,18000,3368,158000,大敏来了
https://www.bilibili.com/video/av56781683,【8款夏日日常减龄发型 Rika_花花】清爽元气每天都不一样~,2019/6/25,3:16:21 PM,432000,756,21000,13000,56000,2262,227000,Rika_花花
https://www.bilibili.com/video/av56393566,【一花】必买好物安利 / 新手和学生党快点开！！,2019/6/22,1:45:32 PM,432000,6354,17000,12000,13000,871,1207000,一花啦啦啦
https://www.bilibili.com/video/av56834563,近100年来中国女性的妆容演变过程,2019/6/25,11:25:49 PM,430000,582,10000,1049,10000,956,380,葡萄味小猫饼
https://www.bilibili.com/video/av55378293,日系女孩 |乌龙蜜茶清透妆容分享,2019/6/12,8:00:31 PM,427000,1240,16000,8750,22000,1413,225000,永困王
https://www.bilibili.com/video/av64572397,【助眠】化妆品助眠视频,2019/8/20,5:32:40 PM,426000,961,5333,736,9575,659,1018,艾孜麦提ovo
https://www.bilibili.com/video/av65039669,【红黑榜】近半年用过的护肤分享||适用于毛孔粗大 内干外油 换季易敏感肤质,2019/8/23,9:33:14 PM,422000,4452,17000,7148,6687,518,2025000,宝剑嫂
https://www.bilibili.com/video/av56781034,脑壳给你笑掉！！《西游记》金角银角大王仿妆！！【TreeTree吴】,2019/6/25,3:12:13 PM,422000,5604,23000,16000,5717,3779,107000,TreeTree吴
https://www.bilibili.com/video/av65764360,彻底断糖有多可怕？一周皮肤就有超猛烈效果！附五年战痘血泪史&amp;医美及日常护肤分享,2019/8/28,9:56:58 PM,422000,588,2661,1040,4840,1110,2329,拜拜小棉袄
https://www.bilibili.com/video/av55238433,我买了美少女战士眼线笔！！近期购物分享！【nya酱】,2019/6/11,7:00:57 PM,418000,6849,20000,13000,4189,425,1388000,nya酱的一生
https://www.bilibili.com/video/av58477866,当一个村姑化妆之后...！！日常易容术GRWM（不是妆教，赶时间画的不是很仔细）,2019/7/9,5:45:39 PM,418000,1931,18000,9079,4637,1233,1407000,Vivekatt
https://www.bilibili.com/video/av58784465,【互动视频】帮我化妆 | 化妆游戏,2019/7/11,9:23:03 PM,415000,3751,14000,5957,5510,816,373000,MTkoala
https://www.bilibili.com/video/av57800087,父母一直都极力支持我整容 起初我还挺高兴 后来才意识到他们也是嫌我丑的不能看。。。亲生的吗？,2019/7/4,1:31:20 PM,412000,147,2181,105,1089,175,900,待蝶化美人
https://www.bilibili.com/video/av58469540,女生看了3秒就想做我老婆的妆容,2019/7/9,5:22:20 PM,412000,29000,32000,16000,5964,670,866000,一之濑asuka
https://www.bilibili.com/video/av54630957,星星眼养成记丨告别肿泡熬夜眼 不动手术内双变外双,2019/6/5,6:26:58 PM,410000,530,6342,2066,22000,330,238000,绒漠漠不扎针
https://www.bilibili.com/video/av59053146,挑战--体验当地评分最低化妆店，想要孟美岐新单曲妆，竟意外化出品如？？？椰丝皮儿,2019/7/13,10:43:50 PM,409000,2528,3959,668,890,668,9827,椰子皮er
https://www.bilibili.com/video/av64202978,【Benny】轻松护肤～让本宫觉得贵的鸡肋吐槽+好用新品推荐,2019/8/18,8:30:37 PM,409000,4987,24000,11000,2657,668,1531000,千户长生
https://www.bilibili.com/video/av61246616,27 款成人防晒霜评测，干货全在这里！,2019/8/1,7:00:56 PM,408000,919,34000,23000,19000,9064,994000,老爸评测
https://www.bilibili.com/video/av57638965,一位女大学生拥有的所有口红了！ | 日常 | 显白 | 学生党,2019/7/3,2:09:44 AM,401000,404,5470,1635,13000,349,7320,一颗桃唧
https://www.bilibili.com/video/av58055420,【言生】银老板COS 明日方舟 银灰,2019/7/7,11:30:33 AM,394000,2245,27000,12000,12000,1675,590000,夙胤魔尊言生生
https://www.bilibili.com/video/av60969116,半面妆饰品系列之妆容展示，凤凰怎么上头的？看彩蛋哦,2019/7/27,1:30:19 PM,391000,1295,25000,11000,9296,1323,240000,雁鸿Aimee
https://www.bilibili.com/video/av58452860,大脸妹子剪完这款发型脸变小一圈，堪比换脸，网友评论：风一吹就打回原形！,2019/7/9,2:17:20 PM,390000,299,1425,157,1524,428,31000,知名发型师可乐店长
https://www.bilibili.com/video/av62891865,原创七宗罪妆容：粉色系梦幻“骄傲”妆教程,2019/8/9,7:00:24 PM,389000,3269,26000,9536,19000,1910,192000,anzujaamu
https://www.bilibili.com/video/av63703042,眼镜妆超详细干货技巧！500+度眼镜也不能让我变丑 | 大果子,2019/8/14,9:58:38 PM,389000,1755,20000,10000,26000,1321,571000,古月大果子
https://www.bilibili.com/video/av60766321,MAC尤雾弹316&amp;314|柔雾小辣椒or白桃奶茶？|热门口红试色|学生党|种草,2019/7/26,8:30:41 PM,388000,191,1893,245,1462,339,21000,梨呢万物
https://www.bilibili.com/video/av65349454,教程：「肿单」可拥有的「6种」眼皮，随心所欲的百变单眼皮！,2019/8/25,10:08:34 PM,388000,3350,39000,33000,35000,7340,1407000,Vivekatt
https://www.bilibili.com/video/av58086741,（女装大佬）答应我这是最后一次给你撑场子,2019/7/6,5:52:24 PM,386000,90,2606,365,1544,564,15000,胡屿simple
https://www.bilibili.com/video/av58906977,【全干货|此刻不看完，余生悔断肠！价值万元的专业保姆级双眼皮贴教程！】『Retin Du 杜哥』,2019/7/12,7:28:31 PM,384000,1903,17000,11000,29000,1397,43000,用汽油煎蛋的杜哥
https://www.bilibili.com/video/av63335126,【狗君】哪吒之魔童降世：申公豹COS仿妆,2019/8/12,6:50:00 PM,383000,3623,37000,35000,13000,6100,120000,狗君_
https://www.bilibili.com/video/av60685710,【仿妆】拥有双手你也可以做藕霸，我命由我不由天，留守老人的热情呐喊,2019/7/25,2:42:33 PM,380000,1508,25000,13000,4386,1866,1478,辫鸽er
https://www.bilibili.com/video/av62498304,【Benny】8小时大制作，灵笼脊蛊仿妆，请叫我脊蛊女王～,2019/8/6,9:01:04 PM,380000,6448,30000,17000,4084,981,1531000,千户长生
https://www.bilibili.com/video/av57192516,熬过这三个阶段你就是长发男！！！,2019/6/29,10:51:54 AM,379000,943,6745,4158,4748,864,21000,李白白LEO
https://www.bilibili.com/video/av66201177,长在皮肤的垃圾,2019/8/31,10:52:44 PM,379000,27,108,19,99,19,197,丑小何
https://www.bilibili.com/video/av55408452,盘一盘李宣美颜值飞升背后的小动作，手把手教你换头成宣美,2019/6/13,1:39:21 AM,377000,1374,11000,5771,9079,1029,35000,谷的奈
https://www.bilibili.com/video/av61180745,夏天一定要学会这个低马尾！简直不要太撩人！,2019/7/28,9:56:14 PM,377000,486,15000,6075,28000,1383,28000,陳奕伊Chen11
https://www.bilibili.com/video/av55610966,[双语]50万拍卖下奥黛丽赫本用过的口红 嘴上沾满赫本的DNA,2019/6/15,3:42:56 AM,367000,885,7549,802,6252,706,15000,张烟囱
https://www.bilibili.com/video/av55219771,【M·A·C x Vivekatt】夏天透气底妆：一颗绿豆大的粉底化全脸！,2019/6/11,6:00:38 PM,366000,1416,14000,6634,6428,791,1407000,Vivekatt
https://www.bilibili.com/video/av58519880,【鸭鸭】Taupe是仙女啊啊啊啊！3CE change mode和Taupe试色对比,2019/7/9,10:53:35 PM,364000,144,1275,157,1359,137,21000,梨呢万物
https://www.bilibili.com/video/av55663167,【Hania】瑕疵皮夏日持妆17h极限挑战 爬山 雨中竞走vlog 毕业快乐出游,2019/6/15,4:51:49 PM,363000,2627,10000,7726,3653,696,491000,前进的Hania
https://www.bilibili.com/video/av58876764,VLOG：一人行记录 去首尔的古着市场,2019/7/12,3:50:46 PM,360000,1866,6661,1684,7664,443,135000,hiisseven
https://www.bilibili.com/video/av56965117,【吾蕊】五款简单易学的懒人编发！手残如我都可以学会你们肯定可以GET,2019/6/27,8:25:18 AM,360000,1244,23000,14000,58000,1743,22000,吾蕊-
https://www.bilibili.com/video/av65064927,大佬甜er |经典回忆！「春光灿烂猪八戒」小龙女仿妆～,2019/8/23,11:09:45 PM,353000,4192,26000,20000,4520,1894,957000,大佬甜er
https://www.bilibili.com/video/av54620515,【嫂】十分钟get日常可出门厌世脸|小松菜奈&amp;水原希子灵感妆 | 原来丧气眼才是放大眼睛的最终奥义,2019/6/5,4:06:31 PM,351000,2934,23000,9865,11000,457,2025000,宝剑嫂
https://www.bilibili.com/video/av59105665,如何用6元店买的化妆品画出6000元的效果,2019/7/14,10:28:12 AM,347000,20000,22000,9300,3927,604,866000,一之濑asuka
https://www.bilibili.com/video/av54231287,收快递一次收了100多个产品是什么感觉？！！,2019/6/1,6:30:01 PM,347000,665,14000,2337,1431,129,1585000,拉宏桑
https://www.bilibili.com/video/av59805577,去日本集齐“五大神水”是什么感受？检测费就花了1万多元！,2019/7/19,7:00:30 PM,346000,6148,40000,41000,10000,7413,994000,老爸评测
https://www.bilibili.com/video/av64324579,【方恰拉】肖战仿妆 男孩眉眼妆,2019/8/19,9:30:48 PM,345000,3065,20000,8360,12000,4503,393000,方恰拉本人
https://www.bilibili.com/video/av55274999,【Benny】近期公关包裹精彩开箱，竟然还有女式睡衣？好大的胆子！,2019/6/11,8:10:33 PM,345000,8781,15000,5650,1570,311,1531000,千户长生
