url,publish,publish time,view,danmu,like,toujinbi,collect,repost,follower,title,author
https://www.bilibili.com/video/av59963874,43666,0.563541667,550000,202,3329,3329,2481,1648,1318,________________,915114771
https://www.bilibili.com/video/av55859907,43633,0.507835648,538000,904,32000,32000,62000,4265,219000,________________2______10___,___
https://www.bilibili.com/video/av63916349,43693,0.26724537,530000,5141,23000,23000,70000,8973,62000,_______________HIIT____UP__3____16KG,Farm_
https://www.bilibili.com/video/av58303730,43654,0.491493056,528000,443,2292,2292,6389,892,15000,__30___50_____________,__28
https://www.bilibili.com/video/av62930733,43686,0.708703704,517000,89,1608,1608,1309,115,154,_____________________________,_____
https://www.bilibili.com/video/av56711184,43640,0.874722222,515000,733,18000,18000,35000,1307,219000,14___12_______________,___
https://www.bilibili.com/video/av63779384,43692,0.412314815,501000,807,4999,4999,4401,1300,158000,220____________________,______
https://www.bilibili.com/video/av62384083,43682,0.953530093,493000,14,512,512,140,21,27,____,Makavelithebest
https://www.bilibili.com/video/av57810536,43650,0.624907407,486000,810,2397,2397,1935,441,880,__________,______
https://www.bilibili.com/video/av58226508,43653,0.815590278,478000,1010,14000,14000,71000,1414,236000,__5_ ______ _____ ____|_____|____,____Sophie
https://www.bilibili.com/video/av57879818,43651,0.709143519,472000,1044,18000,18000,65000,2402,42000,____________________________________P1_______P2_|_______,____
https://www.bilibili.com/video/av57659305,43649,0.709155093,470000,2203,18000,18000,13000,678,68000,__8_____20____________,-__-
https://www.bilibili.com/video/av64384440,43696,0.708865741,470000,717,14000,14000,22000,1772,41000,_________45_________________,WS1-
https://www.bilibili.com/video/av66105046,43708,0.833969907,466000,2874,26000,26000,6049,468,35000,_______________18_UP_____________________/_____,___
https://www.bilibili.com/video/av63173187,43688,0.381296296,466000,916,15000,15000,48000,5811,104000,____VLOG_7 ______________,_____
https://www.bilibili.com/video/av58749992,43657,0.71849537,461000,935,20000,20000,80000,1785,294000,________________________|____,____
https://www.bilibili.com/video/av64014798,43693,0.852847222,445000,290,2074,2074,1765,337,23000,____________,_______
https://www.bilibili.com/video/av57459866,43647,0.741469907,429000,2851,8074,8074,70000,3165,46000,_____ _ _____ _ ____ _ _______ _ _______ ______ _____Pamela Rf____,ItsAnika
https://www.bilibili.com/video/av57199123,43645,0.495625,419000,2022,18000,18000,23000,2820,639000,___10________?!_6____________!(____),_soserious
https://www.bilibili.com/video/av62062251,43680,0.876180556,412000,425,2164,2164,2229,405,21000,_________________,_____
https://www.bilibili.com/video/av54229153,43617,0.620868056,408000,1073,16000,16000,18000,2442,639000,___6___!_10_________(____)._____Vlog.,_soserious
https://www.bilibili.com/video/av64929236,43700,0.333611111,403000,108,4888,4888,24000,799,5639,_16__________________ | ____ • ___ | ______ • __ • __,___
https://www.bilibili.com/video/av65518041,43704,0.070439815,402000,606,6637,6637,2934,1211,45000,___________________OP ______,___
https://www.bilibili.com/video/av63253167,43688,0.828310185,396000,240,790,790,928,54,1485,__________________________~~~,______
https://www.bilibili.com/video/av59799099,43665,0.43068287,394000,751,10000,10000,4611,669,14000,#_____________#p14   ______________ _______ QQ_____,____
https://www.bilibili.com/video/av55438086,43629,0.618356481,393000,824,15000,15000,34000,2503,56000,__/___________________________,__-___Thomas
https://www.bilibili.com/video/av62160509,43681,0.799548611,391000,650,12000,12000,46000,2063,41000,_cici____________-__100______________________,__Cici___
https://www.bilibili.com/video/av62427712,43683,0.726342593,391000,2280,26000,26000,52000,6800,95000,4________ | ___ ____ | _________ | 24______,KymFit
https://www.bilibili.com/video/av62742928,43685,0.647303241,391000,1830,15000,15000,7657,1111,639000,_______?!____________!(____),_soserious
https://www.bilibili.com/video/av64710867,43698,0.656666667,378000,32,921,921,154,18,93000,___________…,_____-__
https://www.bilibili.com/video/av58779711,43657,0.94599537,377000,1243,17000,17000,4636,1154,464000,____________________——__________02_________……_________,_______
https://www.bilibili.com/video/av54257225,43617,0.878946759,377000,1159,5867,5867,49000,1455,49000,________________________,____
https://www.bilibili.com/video/av59741407,43664,0.8859375,375000,137,1323,1323,3530,307,1546,_____________:D,keke___
https://www.bilibili.com/video/av62015329,43680,0.790208333,374000,616,6736,6736,1661,684,9907,27_______________________,_______
https://www.bilibili.com/video/av64957440,43700,0.347303241,369000,1269,8674,8674,40000,3009,498,___fromis_9)________ _____,_____
https://www.bilibili.com/video/av60851056,43672,0.704988426,363000,82,3108,3108,8526,768,1368,___+___ ________,_______
https://www.bilibili.com/video/av57695421,43649,0.667893519,363000,1460,7378,7378,25000,1784,55000,____30_____________……,____
https://www.bilibili.com/video/av58864987,43658,0.615486111,354000,1578,33000,33000,77000,4956,138000,___/____________________________,___
https://www.bilibili.com/video/av55324332,43628,0.330208333,350000,1154,7065,7065,19000,1088,14000,7____ | ________________,_____
https://www.bilibili.com/video/av56871751,43642,0.916736111,345000,2175,8377,8377,10000,449,17000,3___52_______________+____,____
https://www.bilibili.com/video/av59670213,43664,0.520844907,340000,2038,13000,13000,9167,2198,14000,#_____________#p13__________________________,____
https://www.bilibili.com/video/av59975519,43666,0.621284722,337000,85,842,842,2728,151,1689,_____,__vvr
https://www.bilibili.com/video/av63140904,43688,0.027824074,336000,981,3693,3693,31000,3266,1481,___________________ _,__________
https://www.bilibili.com/video/av60744271,43672,0.082152778,334000,2677,20000,20000,16000,1264,1434000,__6___________________,___
https://www.bilibili.com/video/av59208969,43661,0.010439815,333000,407,3716,3716,6694,862,14000,________________  _cool_,FitAndLife
https://www.bilibili.com/video/av61405472,43676,0.59755787,328000,322,725,725,1249,115,828,_____________________.....,LikeaManbili
https://www.bilibili.com/video/av64279505,43695,0.707175926,327000,159,1852,1852,647,266,14000,__________ ______ ________,FitAndLife
https://www.bilibili.com/video/av62162618,43681,0.659872685,326000,311,1127,1127,4713,265,61000,_____2________________,___
https://www.bilibili.com/video/av59851638,43665,0.731840278,323000,2672,12000,12000,38000,1888,294000,__“___”_10_____HIIT|________|___________|____,____
https://www.bilibili.com/video/av55828665,43632,0.968009259,321000,185,3643,3643,4614,976,1339,__________________________,_____
https://www.bilibili.com/video/av56418364,43638,0.601145833,312000,293,3173,3173,8892,1101,2252,____________——___________,___Zebra
https://www.bilibili.com/video/av61970459,43680,0.479710648,311000,500,11000,11000,17000,1354,54000,______7______________________________________________________________,____Philly
https://www.bilibili.com/video/av57458756,43647,0.687465278,309000,86,1294,1294,4900,83,3290,_1___30_______________/__/__/_____,______
https://www.bilibili.com/video/av65548999,43704,0.739803241,309000,423,10000,10000,42000,1119,236000,OX________X__________________,____Sophie
https://www.bilibili.com/video/av64956190,43700,0.493564815,306000,1176,14000,14000,9833,1787,639000,_68___86__!________6_____!,_soserious
https://www.bilibili.com/video/av57860476,43651,0.445115741,305000,1294,13000,13000,3435,1775,464000,_B__________________——XJBL________________,_______
https://www.bilibili.com/video/av63264435,43688,0.918414352,303000,5451,7561,7561,40000,6472,40000,"____10___7____|__________+__), ____! |__________",___April
https://www.bilibili.com/video/av58491892,43655,0.823055556,303000,811,7971,7971,32000,1081,236000,_________________________________________S___,____Sophie
https://www.bilibili.com/video/av59713633,43664,0.758090278,301000,1183,11000,11000,14000,2569,132000,__________________________ | ______,___
https://www.bilibili.com/video/av58996728,43659,0.586168981,300000,2229,8018,8018,51000,3126,14000,______1000___BTS_______________________________________,______
https://www.bilibili.com/video/av59177557,43660,0.851851852,298000,144,1344,1344,4851,275,14000,______ ____ ____ ______  _cool_,FitAndLife
https://www.bilibili.com/video/av57025491,43643,0.875347222,298000,41,12000,12000,37000,1854,20000,Vol.9 ______________,_____zzz
https://www.bilibili.com/video/av63744610,43691,0.995659722,298000,117,645,645,2237,47,148000,___________________________________________,___C_
https://www.bilibili.com/video/av59966135,43666,0.577060185,297000,181,9994,9994,40000,782,8501,________OX_______________,_____
https://www.bilibili.com/video/av62955463,43687,0.031875,296000,288,2134,2134,5328,1139,12000,__ | _________________________,____
https://www.bilibili.com/video/av65603350,43704,0.781875,295000,1882,23000,23000,14000,3770,464000,_____________——XJBL_______________5_________________,_______
https://www.bilibili.com/video/av57831399,43650,0.763611111,294000,855,7750,7750,7357,1080,3296000,_________________,___Zoey
https://www.bilibili.com/video/av55909283,43633,0.841481481,294000,525,2523,2523,24000,3118,817,10_______________________________,MONISKY
https://www.bilibili.com/video/av63481185,43690,0.4825,293000,179,2992,2992,14000,711,1435,____________ |___________________ | ___|_____|___,______
https://www.bilibili.com/video/av56974500,43643,0.475428241,291000,365,15000,15000,34000,1972,219000,_____________________,___
https://www.bilibili.com/video/av60379270,43669,0.708657407,286000,470,19000,19000,32000,1100,95000,___________________—________,KymFit
https://www.bilibili.com/video/av55142141,43626,0.474502315,284000,682,9517,9517,17000,443,118000,______|15________|______|___________________,__w
https://www.bilibili.com/video/av57696095,43649,0.833958333,282000,468,3799,3799,7312,362,130000,53kg_43kg |__________20__,___Ranranl
https://www.bilibili.com/video/av54411770,43619,0.792106481,279000,281,2257,2257,2559,333,43000,_______jk________________________,___
https://www.bilibili.com/video/av64066133,43694,0.608171296,276000,56,2568,2568,418,29,21000,60_____________________________,________
https://www.bilibili.com/video/av57375708,43647,0.791840278,275000,1450,8222,8222,4216,339,179000,_________ __________ _________  by____,____
https://www.bilibili.com/video/av58585926,43656,0.586608796,273000,299,1873,1873,566,231,21000,_________,______
https://www.bilibili.com/video/av58766530,43657,0.797418981,273000,241,1537,1537,2543,214,131000,130kg___65kg____46kg________________________,Charmin___
https://www.bilibili.com/video/av56916563,43642,0.891273148,271000,1762,14000,14000,3274,619,1433000,____________________3_____,___
https://www.bilibili.com/video/av64518186,43697,0.394849537,271000,342,2286,2286,2384,1201,158000,__________________,______
https://www.bilibili.com/video/av58424357,43655,0.401990741,268000,1766,11000,11000,7811,1569,14000,#_____________#p5______________ _________________________(_&#39;_&#39;_)__,____
https://www.bilibili.com/video/av61477490,43676,0.98150463,267000,214,654,654,2350,37,148000,______________________,___C_
https://www.bilibili.com/video/av55195386,43626,0.871759259,266000,496,3247,3247,29000,2307,811,___________-______-________,____
https://www.bilibili.com/video/av55761619,43632,0.553506944,266000,747,12000,12000,36000,1870,96000,________ ___________________,_______
https://www.bilibili.com/video/av57724541,43649,0.859224537,266000,304,1764,1764,2364,467,131000,__________________53kg___40kg,Charmin___
https://www.bilibili.com/video/av55148595,43626,0.6646875,263000,1207,6684,6684,13000,1704,221000,___________________________|__________60_____EP1,______
https://www.bilibili.com/video/av63801395,43692,0.710740741,262000,955,13000,13000,20000,2669,639000,_8________________!(____),_soserious
https://www.bilibili.com/video/av59310166,43661,0.85318287,261000,362,1019,1019,2647,348,14000,______Hye Young Kim___ ____,FitAndLife
https://www.bilibili.com/video/av60734882,43671,0.846122685,260000,2689,20000,20000,4965,979,464000,______________________——__________04______……_____,_______
https://www.bilibili.com/video/av60163223,43667,0.886701389,260000,340,1650,1650,6546,283,5889,Clara______________,____
https://www.bilibili.com/video/av61698174,43678,0.655543981,256000,57,88,88,307,18,265,__________________,_____
https://www.bilibili.com/video/av54504009,43620,0.708391204,256000,210,4881,4881,8282,1861,464000,__________——60s_______________,_______
https://www.bilibili.com/video/av56634079,43640,0.500416667,254000,614,4085,4085,27000,1111,10000,___10kg /_______/_____/__Youtube/__,____Fana
https://www.bilibili.com/video/av60121053,43667,0.678530093,250000,220,900,900,4377,150,5889,_________ Clara Lee,____
https://www.bilibili.com/video/av65133373,43701,0.553611111,245000,132,8527,8527,45000,1329,72000,5_________________________,Sasha___
https://www.bilibili.com/video/av64327768,43696,0.43775463,243000,309,6082,6082,36000,636,46000,__________ ___________ ________  __/___/__ b_______ ______,ItsAnika
https://www.bilibili.com/video/av61233318,43675,0.428298611,242000,303,4711,4711,16000,437,84000,____O_________________________20______,_________
https://www.bilibili.com/video/av59449116,43662,0.957592593,242000,565,15000,15000,26000,1571,219000,5______·____·____,___
https://www.bilibili.com/video/av54969510,43624,0.845428241,242000,381,2896,2896,4247,461,15000,#MY FITNESS VLOG3#______#_#_____/____/ ____ /_____/ _____LOVE&amp; PEACE,_____
https://www.bilibili.com/video/av64553719,43697,0.760960648,240000,537,18000,18000,38000,2497,95000,_4_____________—____—1___,KymFit
https://www.bilibili.com/video/av60442931,43669,0.836342593,240000,241,1731,1731,7570,237,1185,_________________________________,_______
https://www.bilibili.com/video/av59282340,43661,0.697384259,239000,10,151,151,108,34,15000,__________________,______
https://www.bilibili.com/video/av59438797,43662,0.792268519,239000,1586,16000,16000,17000,1121,74000,______100__7__21_____•____,__Candice
https://www.bilibili.com/video/av59721601,43664,0.797847222,239000,681,11000,11000,31000,1769,15000,__________________________,____APP
https://www.bilibili.com/video/av63139986,43688,0.021469907,239000,1388,12000,12000,1989,277,464000,____mai___rou_________——__________06______________________,_______
https://www.bilibili.com/video/av59410082,43663,0.750590278,238000,2202,7831,7831,15000,698,143000,_________________________,FreeToFitness
https://www.bilibili.com/video/av59652188,43664,0.546354167,235000,808,9143,9143,27000,2013,104000,_Thenx_____________,_____
https://www.bilibili.com/video/av64885990,43699,0.840011574,234000,1406,12000,12000,2120,465,464000,______________——__________7/8__________7____________,_______
https://www.bilibili.com/video/av57361407,43646,0.787673611,233000,301,1175,1175,4684,93,5253,______________,__411980234
https://www.bilibili.com/video/av63971133,43693,0.64619213,233000,62,2574,2574,952,981,19000,______________________,_____
https://www.bilibili.com/video/av56118868,43635,0.891793981,232000,255,1120,1120,2322,367,439,_____________________,__-WY
https://www.bilibili.com/video/av66018970,43707,0.712905093,232000,394,2417,2417,8182,510,9500,"10 Minute Thighs Gap &amp; Butt Workout, Beautiful Ballet Flexibility Exercises",fit_inspiration
https://www.bilibili.com/video/av56813476,43641,0.833460648,227000,219,3158,3158,13000,564,3973,Jeff_________,Apollo440
https://www.bilibili.com/video/av61894249,43679,0.86837963,227000,1190,16000,16000,3804,747,464000,____________——_____________05___________……_____OP_,_______
https://www.bilibili.com/video/av59774314,43665,0.50056713,226000,331,2272,2272,5788,334,14000,________ ___________ _cool_,FitAndLife
https://www.bilibili.com/video/av63502584,43690,0.572696759,226000,240,3068,3068,1184,655,27000,________________________,____toMuscleTV
https://www.bilibili.com/video/av57853201,43650,0.949791667,225000,3364,14000,14000,4042,1326,1434000,_________6_____________,___
https://www.bilibili.com/video/av65116927,43701,0.444918981,225000,467,2803,2803,9827,2070,46000,Power Big Booooty Workout ________,IAMGOUTONG
https://www.bilibili.com/video/av55959339,43634,0.833854167,224000,513,8172,8172,15000,386,457000,______12________________________,___
https://www.bilibili.com/video/av56880816,43642,0.590162037,223000,272,947,947,843,54,131000,________________,Charmin___
https://www.bilibili.com/video/av56975553,43645,0.479490741,221000,448,893,893,812,829,880,___pro_________________________,______
https://www.bilibili.com/video/av62044146,43680,0.758217593,221000,768,7563,7563,26000,2002,15000,__________________,____APP
https://www.bilibili.com/video/av59320356,43662,0.024837963,220000,206,3607,3607,332,24,2570,________500,_____
https://www.bilibili.com/video/av56052287,43635,0.372106481,220000,1076,7036,7036,11000,902,132000,___________________________,___
https://www.bilibili.com/video/av57058356,43645,0.417349537,219000,587,6408,6408,8999,566,143000,________________________________,FreeToFitness
https://www.bilibili.com/video/av65480910,43703,0.882708333,217000,1029,5209,5209,8186,857,6114,___________________________,______summer
https://www.bilibili.com/video/av61552188,43677,0.582650463,216000,136,1125,1125,3004,313,6993,_______________________,___
https://www.bilibili.com/video/av58073420,43652,0.699756944,215000,1677,28000,28000,1222,133,2570,_500______________1_=10____,_____
https://www.bilibili.com/video/av57328832,43646,0.572592593,214000,360,1318,1318,2028,295,131000,85kg_____120kg___22.5_____45kg_______,Charmin___
https://www.bilibili.com/video/av54858659,43623,0.856851852,212000,614,748,748,871,146,49000,_____1___________8_30______,____
https://www.bilibili.com/video/av60782459,43672,0.24619213,211000,649,3659,3659,8986,252,17000,_____________________________________,____
https://www.bilibili.com/video/av63072664,43687,0.672013889,210000,102,2145,2145,1164,819,14000,_______ ___ ____________       ________,FitAndLife
https://www.bilibili.com/video/av59225994,43661,0.19462963,208000,420,3410,3410,5497,167,43000,_______????__________0____,ItsJcnana
https://www.bilibili.com/video/av64285949,43695,0.817025463,207000,211,531,531,443,40,709,____________________,Jackson-_
https://www.bilibili.com/video/av58493037,43655,0.81912037,207000,725,12000,12000,35000,1081,56000,_________________,__YO__
https://www.bilibili.com/video/av56731535,43640,0.99880787,205000,170,1318,1318,4634,279,790,____________________,_______
https://www.bilibili.com/video/av66016537,43707,0.710787037,205000,1050,9563,9563,33000,913,294000,_____________15_________|________________,____
https://www.bilibili.com/video/av59466121,43662,0.920416667,204000,684,5684,5684,11000,285,17000,__________________,____
https://www.bilibili.com/video/av59652082,43664,0.383726852,204000,472,903,903,625,304,158000,________________,______
https://www.bilibili.com/video/av61753271,43678,0.911527778,200000,763,10000,10000,8940,807,639000,_8__________&#39;____&#39;___!(___)._______&quot;___&quot;?——Shuai_______Ep1,_soserious
https://www.bilibili.com/video/av64495387,43697,0.134409722,198000,82,611,611,966,93,526,__21_____120___(_____)&lt;________&gt;,______
https://www.bilibili.com/video/av54485260,43620,0.50037037,197000,105,2864,2864,2713,274,70000,_______________________,__Fit
https://www.bilibili.com/video/av60254737,43668,0.669826389,196000,212,8449,8449,29000,1221,232000,_Jeremy Ethier__________4____,____
https://www.bilibili.com/video/av55573846,43630,0.846458333,196000,605,3680,3680,3023,233,294000,100__90_________4__|__10____|_______,____
https://www.bilibili.com/video/av58946034,43659,0.030092593,196000,239,11000,11000,29000,946,4295,___________4________,_____bili
https://www.bilibili.com/video/av58954028,43659,0.123900463,195000,338,3194,3194,2029,2814,4143,___mv_________/___________TV__OP___ ____ ____,___
https://www.bilibili.com/video/av59645801,43664,0.29349537,195000,465,2793,2793,27000,1169,1603,_______10_____+_________+_____+___5____+___5____,_____
https://www.bilibili.com/video/av62640830,43684,0.763981481,195000,517,4072,4072,2717,646,97000,____________________!,FitMen__
https://www.bilibili.com/video/av63325298,43689,0.394074074,193000,199,890,890,1094,282,21000,________________,_____
https://www.bilibili.com/video/av63868090,43692,0.887534722,191000,897,11000,11000,2010,542,464000,_______——_______________________,_______
https://www.bilibili.com/video/av55392239,43628,0.929143519,191000,692,2106,2106,23000,1227,46000,____·__________+_____+______________,_______
https://www.bilibili.com/video/av54354213,43618,0.616944444,189000,252,7425,7425,16000,762,56000,_________________________,__-___Thomas
https://www.bilibili.com/video/av64460201,43696,0.90193287,189000,361,5624,5624,3840,1882,13000,_______________________________________________,_____
https://www.bilibili.com/video/av65084964,43701,0.062893519,189000,41,167,167,103,10,19,______________ ______,______
https://www.bilibili.com/video/av65301990,43702,0.675,188000,179,1218,1218,2210,320,8165,_______ ___,____
https://www.bilibili.com/video/av64697056,43698,0.609537037,187000,226,981,981,5512,248,1747,____________5,Atrail
https://www.bilibili.com/video/av59012906,43659,0.82337963,187000,463,5708,5708,22000,742,237000,______________________,____Sophie
https://www.bilibili.com/video/av64094125,43694,0.593969907,186000,468,5377,5377,4690,587,221000,60___10%_________________| 60_____ __,______
https://www.bilibili.com/video/av56717061,43640,0.906226852,186000,93,1286,1286,2498,415,6578,___________,_Romee
https://www.bilibili.com/video/av56515174,43639,0.299444444,186000,941,3658,3658,4727,245,74000,______________|___120___108_|______,______
https://www.bilibili.com/video/av61034429,43674,0.292071759,185000,211,3618,3618,16000,757,72000,7__________10___________,Sasha___
https://www.bilibili.com/video/av66277980,43709,0.650844907,184000,21,991,991,475,156,858,_____________,___
https://www.bilibili.com/video/av58904378,43658,0.827337963,183000,345,6319,6319,30000,713,237000,15________________________,____Sophie
https://www.bilibili.com/video/av65213349,43701,0.957372685,183000,200,1696,1696,2830,276,470,______up___20_______,____
https://www.bilibili.com/video/av58295573,43654,0.452430556,182000,730,4375,4375,5450,1075,221000,_____________________ | ____“__”___ Ft.__ 60_____EP5,______
https://www.bilibili.com/video/av57250147,43645,0.897418981,181000,1322,10000,10000,6723,1261,258000,_______________________________________________________,szmbody
https://www.bilibili.com/video/av57524088,43648,0.292175926,181000,615,2943,2943,6159,449,19000,__________,______
https://www.bilibili.com/video/av63627482,43691,0.381597222,180000,386,8268,8268,32000,1613,158000,_________,______
https://www.bilibili.com/video/av60521947,43670,0.729641204,178000,446,6700,6700,7239,287,143000,__________40cm__________,FreeToFitness
https://www.bilibili.com/video/av65454802,43703,0.721400463,176000,16,340,340,410,10,6996,____________________________,___
https://www.bilibili.com/video/av63237452,43688,0.784814815,176000,492,3435,3435,14000,1072,55000,____5_____________________________,____
https://www.bilibili.com/video/av64393455,43696,0.549791667,176000,55,751,751,419,168,858,_______,___
https://www.bilibili.com/video/av64020263,43693,0.939039352,175000,1841,7057,7057,4306,2385,22000,________________30_______________,______
https://www.bilibili.com/video/av57016501,43643,0.753599537,173000,708,6740,6740,2488,686,2228,_____________,____
https://www.bilibili.com/video/av65865060,43706,0.715833333,173000,312,3724,3724,1122,164,179000,B__________—__ ________ by____,____
https://www.bilibili.com/video/av63098401,43687,0.805833333,173000,47,916,916,2265,201,506,____+__________________________________________,____
https://www.bilibili.com/video/av62245952,43682,0.09994213,173000,621,16000,16000,43000,945,23000,______________________________,_____
